"ProjectID","ProjectDescription","TypeofWork","infra_type","Region","Province","Municipality","LegislativeDistrict","Longitude","Latitude","ABC","ContractCost","FundingYear","CompletionYear"
"P00733252VS","Construction of Riverbank Protection along Talaba River Sitio Cansibog, Barangay Tupas, Ronda, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","RONDA (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.462713,9.971952,96304438.09,96304156.61,2023,2024
"P00733253VS","Construction of Riverbank Protection along Talaba River, Barangay Tupas, Ronda, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","RONDA (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.462808,9.97202,96497418.6,96497208.87,2023,2023
"P00721603MN","Construction of River Control Structure with Access Road along Lenienza Creek, Brgy. Tiguma, Pagadian City, Zamboanga del Sur","Construction of Flood Mitigation Structure","Flood Control Structures","Region IX","ZAMBOANGA DEL SUR","PAGADIAN CITY (CAPITAL) (ZAMBOANGA DEL SUR)","ZAMBOANGA DEL SUR (FIRST LEGISLATIVE DISTRICT)",123.463,7.847,78400000,78400000,2023,2024
"P00733744VS","Construction of Dike Strucures along Talaba River Sitio Bagonbon (Left Side), Brgy. Liboo, Ronda, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","RONDA (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.463,9.972412,96496918.11,96496818.2,2023,2023
"P00733242VS","Construction of Revetment Wall at Barangay Vive - Barangay Tupas River Flood Control, Ronda, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","RONDA (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.463,9.972412,96207965.7,96207944.4,2023,2023
"P00633003VS","Construction of Revetment Wall along Brgy. Vive River Flood Control (Section 2), Ronda, Cebu","Construction of Revetment","Flood Control Structures","Region VII","CEBU","RONDA (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.463051,9.972821,48999980.42,48999980.42,2022,2022
"P00733237VS","Construction of Revetment Wall along Barangay Vive River Flood Control, Ronda, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","RONDA (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.463105,9.972797,96303649.73,96303639.41,2023,2024
"P00633002VS","Construction of Revetment Wall along Brgy. Vive River Flood Control (Section 1), Ronda, Cebu","Construction of Revetment","Flood Control Structures","Region VII","CEBU","RONDA (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.463112,9.972853,48999971.56,48395100,2022,2022
"P00733239VS","Construction of Revetment Wall along Sitio Elithon, Barangay Vive River Flood Control, Ronda, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","RONDA (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.463164,9.97286,96304465.68,96304443.13,2023,2024
"P00733241VS","Construction of Revetment Wall at Barangay Tupas - Barangay Vive River Flood Control, Ronda, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","RONDA (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.463746,9.972633,96400965.21,96400924.58,2023,2023
"P00620257VS","Construction of Flood Control Structure, Bago River (Downstream), Don Salvador Benedicto, Negros Occidental","Construction of Flood Mitigation Structure","Flood Control Structures","Region VI","NEGROS OCCIDENTAL","SALVADOR BENEDICTO (NEGROS OCCIDENTAL)","NEGROS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.46465,10.56164,48250000,48250000,2022,2022
"P00823607LZ","Construction of Flood Mitigation Structure along Kalakran River, Purok 6 to 8, Barangay Saban, Oas, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","OAS (ALBAY)","ALBAY (THIRD LEGISLATIVE DISTRICT)",123.46495,13.25616,144750000,144750000,2024,2025
"P00740471LZ","Construction of Agos River Control Structure, barangay La Purisima, Polangui, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","POLANGUI (ALBAY)","ALBAY (THIRD LEGISLATIVE DISTRICT)",123.46562,13.36224,144610000,72305000,2023,2024
"P00721886VS","Construction of River Retaining Wall at Brgy. Kantangkas (Left Side), Dumanjug Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.468061,10.036089,96498255.29,96498045.79,2023,2023
"P00832615VS","Construction of Flood Control Structure, Barangay Kantangkas (Upstream), Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.468669,10.037241,98996961.23,98996461.23,2024,2024
"P00526484LZ","Rehabilitation/Improvement of Flood Mitigation Structure at Kinale, Polangui, Albay","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","ALBAY","","ALBAY (THIRD LEGISLATIVE DISTRICT)",123.471547,13.288847,30380000,29316368.64,2021,2022
"P00620692LZ","Construction/ Repair/Rehabilitation/Improvement of Alomon Flood Control, Alomon, Polangui, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","POLANGUI (ALBAY)","ALBAY (THIRD LEGISLATIVE DISTRICT)",123.47172,13.286,21824600,21824598.38,2022,2023
"P00521541VS","Construction of Flood Control Structures at Patun-an River, Abut ""A"" (Upstream) along Bacolod North Road (S00408NR), Calatrava, Negros Occidental","Construction of Flood Mitigation Structure","Flood Control Structures","Region VI","NEGROS OCCIDENTAL","","NEGROS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.4731,10.57088,79106840,79106840,2021,2022
"P00620004MN","Construction of Flood Control Structure along Kipit River, Gutalac, Zamboanga del Norte (at Kipit Br. Section along Liloy - Siocon Road (S01146MN))","Construction of Flood Mitigation Structure","Flood Control Structures","Region IX","ZAMBOANGA DEL NORTE","LABASON (ZAMBOANGA DEL NORTE)","ZAMBOANGA DEL NORTE (THIRD LEGISLATIVE DISTRICT)",123.47341,8.06027,97294497.96,97293841.99,2022,2022
"P00620738LZ","Construction of Seawall, Poblacion, Aroroy, Masbate","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","MASBATE","AROROY (MASBATE)","MASBATE (SECOND LEGISLATIVE DISTRICT)",123.475129166667,12.4853305555556,24499969.03,24499132.16,2022,2022
"P00721509VS","Construction of Revetment Wall at Brgy. Colabtingon, Dumanjug, Cebu","Construction of Revetment","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.475158,10.02951,96305247.38,96302053.8,2023,2023
"P00721887VS","Construction of River Retaining Wall at Brgy. Colabtingon (Right Side), Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.475158,10.02951,96498243.99,96492809.55,2023,2023
"P00631369LZ","Rehabilitation of Busac River Wall, Oas, Albay","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","ALBAY","OAS (ALBAY)","ALBAY (THIRD LEGISLATIVE DISTRICT)",123.4768,13.25833,19600000,19598937.42,2022,2022
"P00733236VS","Construction of Dike along Kang-actol River (Left Side), Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.478546,10.023142,96496735.66,96496733.21,2023,2023
"P00721941VS","Construction of Lusapon Flood Control, Boljoon, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","BOLJOON (CEBU)","CEBU (SECOND LEGISLATIVE DISTRICT)",123.4786556,9.6236,29400000,29399938.4,2023,2023
"P00733247VS","Construction of River Control Structures at Bgry. Ylaya - Barangay Paculob (Upstream), Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.479835,10.022318,86846017.51,86845976.88,2023,2024
"P00733246VS","Construction of River Control Structure at Barangay Tubod-Dugoan (Upstream), Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.479835,10.022318,86847453.38,86847397.29,2023,2023
"P00733248VS","Construction of River Retaining Wall at Barangay Kanguha (Right Side), Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.479835,10.022318,96496917.46,96496912.4,2023,2023
"P00733245VS","Construction of River Control Structure at Barangay Pawa, Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.479835,10.022318,96304067.86,94860000,2023,2023
"P00733235VS","Construction of Dike along Kang-actol River (Downstream), Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.48015,10.022531,96497705.05,96497704.66,2023,2023
"P00820425LZ","Construction of Bank Protection Structure along Barit River, Santa Justina Section, Barangay San Justina, Buhi, Camarines Sur","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","CAMARINES SUR","BUHI (CAMARINES SUR)","CAMARINES SUR (FIFTH LEGISLATIVE DISTRICT)",123.48019,13.402366,139925000,139925000,2024,2024
"P00721602MN","Construction of Flood Control Purok Namnama Brgy. Tawagan Norte, Labangan, Zamboanga del Sur","Construction of Flood Mitigation Structure","Flood Control Structures","Region IX","ZAMBOANGA DEL SUR","LABANGAN (ZAMBOANGA DEL SUR)","ZAMBOANGA DEL SUR (FIRST LEGISLATIVE DISTRICT)",123.481,7.875,14700000,14684995.71,2023,2023
"P00721604MN","Construction of Flood Control Brgy. Lower Pulacan, Labangan, Zamboanga del Sur","Construction of Flood Mitigation Structure","Flood Control Structures","Region IX","ZAMBOANGA DEL SUR","LABANGAN (ZAMBOANGA DEL SUR)","ZAMBOANGA DEL SUR (FIRST LEGISLATIVE DISTRICT)",123.481,7.894,53900000,53851405.11,2023,2025
"P00726973LZ","Construction of Riverbank Protection/Esplanade along Barit River, Brgy. Sta. Justina Section, Buhi, Camarines Sur","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","CAMARINES SUR","BUHI (CAMARINES SUR)","CAMARINES SUR (FIFTH LEGISLATIVE DISTRICT)",123.48191,13.40151,139824182,139819182,2023,2024
"P00633008VS","Construction of Road Dike along Pawa River, Damanjug, Cebu","Construction of Dike","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.481956,10.021119,48754979.41,48754979.41,2022,2022
"P00633007VS","Construction of Road Dike along Kang-actol River, Damanjug, Cebu","Construction of Dike","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.482,10.021104,48264980.74,48264980.74,2022,2022
"P00620325LZ","Construction/Rehabilitation of Sta. Cruz Storm Surge Protection, Donsol, Sorsogon","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","SORSOGON","DONSOL (SORSOGON)","SORSOGON (FIRST LEGISLATIVE DISTRICT)",123.48367,12.987851,279839557.3,140956866,2022,2023
"P00721946VS","Construction of Road Dike along Kabalaasnan River (Phase II), Dumanjug, Cebu","Construction of Dike","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.486318,10.007212,48997646.06,48997477.13,2023,2023
"P00733234VS","Construction of Dike along Kabalaasnan River, Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.486318,10.007212,96498258.25,96498225.85,2023,2023
"P00633006VS","Construction of Road Dike along Kabalaasnan River, Damanjug, Cebu","Construction of Dike","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.487604,10.002593,48803966.54,48803966.54,2022,2022
"P00733238VS","Construction of Revetment Wall along Manlapay River (Phase 2), Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.489267,10.053311,96302820.25,96300450.1,2023,2023
"P00733240VS","Construction of Revetment Wall at Barangay Balaygtiki, Dumanjug, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.489267,10.053311,95821967.19,95821739.57,2023,2023
"P00721524VS","Construction of Revetment Wall along Manlapay River (Section 1), Dumanjug, Cebu","Construction of Revetment","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.49026,10.054057,96014135.07,96011592.91,2023,2023
"P00620745LZ","Rehabilitation/Improvement of Manulib River Control, Milagros, Masbate","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","MASBATE","MILAGROS (MASBATE)","MASBATE (SECOND LEGISLATIVE DISTRICT)",123.490549,12.234121,24465683.83,24465683.83,2022,2022
"P00736101LZ","Construction of Flood Mitigation Structure along Baliguon River (Phase 2), Goa, Camarines Sur","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","CAMARINES SUR","GOA (CAMARINES SUR)","CAMARINES SUR (FOURTH LEGISLATIVE DISTRICT)",123.490813,13.689202,95536200,95536200,2023,2024
"P00740470LZ","Construction of Agos River Control Structure, barangay Lourdes, Polangui, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","POLANGUI (ALBAY)","ALBAY (THIRD LEGISLATIVE DISTRICT)",123.49132,13.36312,144610000,72305000,2023,2024
"P00561849LZ","Construction of Flood Control Mitigation Facilities along Manulib River, Milagros, Masbate","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","MASBATE","","MASBATE (SECOND LEGISLATIVE DISTRICT)",123.491541,12.234814,29699956.55,29700000,2021,2022
"P00631370LZ","Rehabilitation of Kalakaran Riverwall, Oas, Albay","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","ALBAY","OAS (ALBAY)","ALBAY (THIRD LEGISLATIVE DISTRICT)",123.493,13.2725,19600000,19600000,2022,2022
"P00620316LZ","Construction/Improvement of Flood Control Structure along Sagpon River, Sta. 0+480 - Sta. 0+784.50 bothside (Upstream), Sta. 0+525 - Sta. 0+707 (L/S), Sta.0+743 - Sta. 0+799 (LS), Sta. 0+555 - Sta. 0+643 (R/S), Sta. 0+682.50 - Sta. 0+799 (R/S), Sta. 2+055 - Sta. 2+617 both side (Downstream), Tigaon, Camarines Sur","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","CAMARINES SUR","TIGAON (CAMARINES SUR)","CAMARINES SUR (FOURTH LEGISLATIVE DISTRICT)",123.49315,13.64027778,82025000,82025000,2022,2022
"P00835875MN","Rehabilitation of Spillway, Taguite Elementary School, Taguite, Tangub City, Misamis Occidental","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","TANGUB CITY (MISAMIS OCCIDENTAL)","MISAMIS OCCIDENTAL (SECOND LEGISLATIVE DISTRICT)",123.696377,8.092017,4900000,4752999.28,2024,2024
"P00721760VS","Construction/Improvement of Flood Control Structure along Butuanon River, Brgy. Tabok, Mandaue City, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","MANDAUE CITY (CEBU)","MANDAUE CITY (LEGISLATIVE DISTRICT)",123.94716,10.342097,96500000,96399888,2023,2023
"P00742485LZ","Reconstruction/Rehabilitation of Seawall, Brgy. Inapugan, Pilar, Sorsogon","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","SORSOGON","PILAR (SORSOGON)","SORSOGON (FIRST LEGISLATIVE DISTRICT)",123.696561,12.8711,56939964.51,4949945.99,2023,2023
"P00740443LZ","Construction of Cagsawa Ruins Protection Dike, (Tributary ''D''), Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.69688386971,13.166895022148,72373544.13,72373476.66,2023,2023
"P00835871MN","Construction of Drainage Structure, Caniangan-Taguite, Tangub City, Misamis Occidental","Construction of Drainage Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","TANGUB CITY (MISAMIS OCCIDENTAL)","MISAMIS OCCIDENTAL (SECOND LEGISLATIVE DISTRICT)",123.697427,8.09166,4900000,4752999.45,2024,2024
"P00620153MN","Construction of Coastal Protection, Brgy. Sta. Cruz, Plaridel, Misamis Occidental","Construction of Flood Mitigation Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","PLARIDEL (MISAMIS OCCIDENTAL)","MISAMIS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.69743,8.629387,35404460,35404455.04,2022,2022
"P00737377LZ","Construction of Dike along Busay River (Upstream of Bridge), Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.697545563993,13.1625661492076,67548487.89,67548347.27,2023,2023
"P00737378LZ","Construction of Dike along Busay River (Downstream), Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.697865406114,13.162800982481,57898485.71,57898423.68,2023,2023
"P00526194LZ","Construction of Cagsawa Ruins Protection Dike, (Tributary ""F""), Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.698994,13.168753,29398331.55,29398117.6,2021,2022
"P00621129LZ","Construction of Cagsawa Ruins Protection Dike (Tributary ''F''), Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.699074116404,13.1689187382372,67548441.49,67547845.61,2022,2022
"P00742487LZ","Rehabilitation of Burabod River Control, Brgy. Burabod, Sorsogon City, Sorsogon","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","SORSOGON","CITY OF SORSOGON (CAPITAL) (SORSOGON)","SORSOGON (FIRST LEGISLATIVE DISTRICT)",124.00567,12.973156,54449963.17,9557940.64,2023,2024
"P00721671VS","Construction of Drainage System along N Bacalso Ave, Minglanilla, Cebu","Construction of Drainage Structure","Flood Control Structures","Region VII","CEBU","MINGLANILLA (CEBU)","CEBU (FIRST LEGISLATIVE DISTRICT)",123.800357,10.247227,9800000,9780000,2023,2023
"P00621126LZ","Construction of Cagsawa Ruins Protection Dike (Tributary ''A''), Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.699166170566,13.1649775281295,72373180.75,72372651.51,2022,2022
"P00526193LZ","Construction of Cagsawa Ruins Protection Dike, (Tributary ""B""), Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.700289,13.170239,29398402.85,29397833,2021,2022
"P00727203LZ","Construction of Mariroc Flood Mitigation Structure, Tabaco City","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.70046588,13.34802925,75459988.26,20580000,2023,2023
"P00621546LZ","Construction of Flood Mitigation Structure along Budiao-Busay River (Phase 2), Sta. 1 + 000 - Sta. 1 + 220, Daraga, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.702401357394,13.1665358561296,48998413.09,48998161.04,2022,2022
"P00721377MN","Construction of Seawall at the Storm Surge Prone Coastal, Plaridel, Misamis Occidental","Construction of Flood Mitigation Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","PLARIDEL (MISAMIS OCCIDENTAL)","MISAMIS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.7041086,8.6274768,4.9e+07,47529998.48,2023,2023
"P00620152MN","Construction of Coastal Protection, Brgy. Kauswagan, Plaridel, Misamis Occidental","Construction of Flood Mitigation Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","PLARIDEL (MISAMIS OCCIDENTAL)","MISAMIS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.704384,8.627402,35404460,35348469.03,2022,2022
"P00620154MN","Construction of River Control, Brgy. Kauswagan, Plaridel, Misamis Occidental","Construction of Flood Mitigation Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","PLARIDEL (MISAMIS OCCIDENTAL)","MISAMIS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.704554,8.622612,29400000,28421918.91,2022,2023
"P00621127LZ","Construction of Cagsawa Ruins Protection Dike (Tributary ''B''), Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.704677444013,13.1610750255343,67548450.3,67548080.26,2022,2022
"P00633232VS","Construction of Waterway along Manlapay River (Section 2), Dumanjug, Cebu","Construction of Revetment","Flood Control Structures","Region VII","CEBU","DUMANJUG (CEBU)","CEBU (SEVENTH LEGISLATIVE DISTRICT)",123.493286,10.053297,48508341.34,48508341.34,2022,2022
"P00740669LZ","Construction of River Bank Protection Works and Drainage System along Bascaran-Talahib River, Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.705823987166,13.0987680447179,48676181.97,48675979.44,2023,2023
"P00736134LZ","Construction of Flood Mitigation Structure along Brgy. Sta. Rosa and Brgy. Burgos, San Jacinto, Masbate","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","MASBATE","SAN JACINTO (MASBATE)","MASBATE (FIRST LEGISLATIVE DISTRICT)",123.706058,12.569686,48249895.41,48249895.41,2023,2024
"P00740473LZ","Construction of River Dike at barangay Canaway, Malilipot, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","MALILIPOT (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.70670529,13.32611938,96499978.52,96500000,2023,2023
"P00550543MN","Construction of Flood Control Structure at Langaran River between Northern Poblacion and Kauswagan, Plaridel, Misamis Occidental","Construction of Flood Mitigation Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","","MISAMIS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.707021,8.623664,63300000,58864693.36,2021,2022
"P00550438MN","Construction of Drainage Structure,  Barangay Calacaan to Northern Poblacion, Plaridel, Misamis Occidental","Construction of Drainage Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","","MISAMIS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.707023,8.617814,59400000,57899999.97,2021,2022
"P00726969LZ","Construction/Upgrading/Rehabilitation of Flood Mitigation System at Barangay Busay to Barangay Cullat - Malobago River, Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.708412,13.158426,72373558.73,72373340.99,2023,2023
"P00640480LZ","Rehabilitation of Flood Mitigation Structure along Tutuban River, Brgy. Sta. Rosa, San Jacinto, Masbate","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","MASBATE","SAN JACINTO (MASBATE)","MASBATE (FIRST LEGISLATIVE DISTRICT)",123.708548,12.569668,98998436.24,98998436.24,2022,2023
"P00550571MN","Construction/Rehabilitation of Drainage Structure with Sidewalk, Plaridel, Misamis Occidental","Construction of Drainage Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","","MISAMIS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.709475,8.621449,9900000,8057107.97,2021,2022
"P00726622LZ","Construction of Quinale ''B'' River Flood Mitigation Structure, Malinao, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","MALINAO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.709894,13.411122,144748972.1,144748972.1,2023,2023
"P00740658LZ","Construction of Flood Mitigation Structures along Busay-Cullat Malobago River, Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.71,13.158,24498553.59,24498279.9,2023,2023
"P00721544VS","Construction of Tabagak-Bunakan Seawall, Madridejos, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","MADRIDEJOS (CEBU)","CEBU (FOURTH LEGISLATIVE DISTRICT)",123.711422877472,11.2587125691667,96500000,96499608.51,2023,2023
"P00736142LZ","Construction of Flood Control Dike and Slope Protection along Mariawa-Anislag (Phase II), Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.713318,13.07949,48178611.02,48178149.83,2023,2023
"P00726294LZ","Construction of Flood Mitigation Structure at Bito River (Upstream), Brgy. Buenos Aires, San Fernando, Masbate","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","MASBATE","SAN FERNANDO (MASBATE)","MASBATE (FIRST LEGISLATIVE DISTRICT)",123.7136,12.49528,23520000,23519999.15,2023,2024
"P00820854VS","Construction of Flood Control Structures at Brgy Lanas, Naga City, Cebu (Package 1) Left Side","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","CITY OF NAGA (CEBU)","CEBU (FIRST LEGISLATIVE DISTRICT)",123.713705,10.270507,96500000,96390888,2024,2024
"P00820867VS","Construction of Flood Control Structures at Brgy Lanas, Naga City, Cebu (Package 2) Right Side","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","CITY OF NAGA (CEBU)","CEBU (FIRST LEGISLATIVE DISTRICT)",123.713728,10.270519,96500000,96399888,2024,2024
"P00727208LZ","Rehabilitation of Baybay Seawall, Malinao, Albay","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","ALBAY","MALINAO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.7143472,13.40743333,118739934.6,2940000,2023,2024
"P00820345VS","Construction of Flood Mitigation Structure at Combado River, Sitio Combado, Barangay Cantuod, Balamban, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","BALAMBAN (CEBU)","CEBU (THIRD LEGISLATIVE DISTRICT)",123.714438599999,10.517608,96500000,96201348.9,2024,2024
"P00835872MN","Construction of Drainage Structure, Lumban, Tangub City, Misamis Occidental","Construction of Drainage Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","TANGUB CITY (MISAMIS OCCIDENTAL)","MISAMIS OCCIDENTAL (SECOND LEGISLATIVE DISTRICT)",123.714447,8.094667,4900000,4752999.34,2024,2025
